       228.24296       205.24488       24.700533
       247.84422       208.32816       34.479682
       258.17879       210.08000       40.195111
       268.80391       212.05743       44.697113
       279.85018       213.64848       50.019278
       291.19531       215.82791       52.254578
       302.89621       217.68281       54.424365
       315.01081       219.60382       58.065606
       327.40410       221.39414       69.090307
       340.14200       223.23059       78.034453
       353.32342       225.35286       74.048697
       366.85868       227.60548       74.483740
       380.91996       229.85209       66.844129
       395.32815       232.04418       66.012866
       410.01279       233.78600       68.544063
       425.18401       235.66356       68.581280
       440.79038       237.65660       35.374171
       456.90239       239.67142       72.411584
       473.40229       241.82593       75.988187
       490.31357       243.39307       86.535994
       507.68483       245.62437       69.998066
       525.54358       247.38429       35.895476
       543.89303       249.79188       27.743263
       562.75669       251.66326       12.620376
       582.07941       253.30683       22.489588
       601.91307       254.83627       38.872947
       622.37006       255.50857       94.228804
       643.40865       257.70043       85.771558
       664.99196       259.73293       78.084934
       687.20982       260.91744       91.200959
       710.01282       263.02436       86.226839
       733.28936       264.79366       90.813933
       757.17954       266.87953       86.076699
       781.74257       267.39145       99.939280
       806.88400       269.12382       100.00000
       832.95103       270.52330       100.00000
       843.52389       271.09362       100.00000
       854.34236       271.66423       100.00000
       865.09807       272.29387       99.517665
       875.98036       272.80619       98.944075
       887.05727       273.42157       98.399992
       898.16354       273.98549       96.738298
       909.31124       274.15484       99.441257
       920.65784       274.46751       99.317785
       932.04907       274.86684       100.00000
       943.85621       275.39562       99.961377
       955.56088       275.81792       97.552509
       967.38372       276.00059       99.245567
       979.35626       275.28502       98.364115
       991.14682       274.42378       98.653825
