time,F_net,F_net_terrestrial,F_down_terrestrial,F_net_solar,Lat,Lon,TCC,Alt,F_up_solar,F_up_terrestrial,SIC,F_down_solar_sim,airplane,F_down_solar_corr,F_down_solar,F_down_solar_uncorr
2022-03-14 12:13:20,,,,,86.732056,-51.608475,0.0,10740.31,,,99.882355,,HALO,0.0,,
2022-03-14 12:15:00,,,,,86.533066,-52.009968,0.0,10730.661,,,99.375,,HALO,0.0,,
2022-03-14 12:16:40,,,,,86.33461,-52.365448,0.0,10720.707,,,99.23529,,HALO,0.0,,
2022-03-14 12:18:20,-212.02469,-200.38496,17.411736,-11.6129875,86.128784,-52.69467,0.0,10712.657,22.584229,217.7967,99.411766,0.6496263,HALO,0.0,10.8383665,
2022-03-14 12:20:00,-207.1123,-195.7203,17.423239,-11.392006,85.92942,-52.98132,0.0,10705.526,25.106297,213.14354,100.0,1.9329433,HALO,0.0,12.645472,
2022-03-14 12:21:40,-202.44707,-191.97734,17.344688,-10.469718,85.72788,-53.243786,0.0,10697.763,25.107534,209.32202,100.0,3.7326941,HALO,0.0,13.082852,
2022-03-14 12:23:20,-182.52586,-177.71822,16.02458,-4.8076234,85.52402,-53.48481,0.0,10689.983,22.843496,193.7428,99.882355,5.7649927,HALO,0.0,16.038277,
2022-03-14 12:25:00,-179.18768,-177.52449,17.511538,-1.6631898,85.32208,-53.702415,0.0,10684.098,21.123316,195.03604,100.0,7.941718,HALO,0.0,17.768782,
2022-03-14 12:26:40,-178.7559,-180.20235,18.525772,1.4464611,85.16353,-53.861134,0.0,10677.763,19.898367,198.72813,100.0,9.76163,HALO,0.0,19.500858,
2022-03-14 12:28:20,,,,,85.00227,-53.629513,0.0,10672.857,,,100.0,12.153013,HALO,0.0,,
2022-03-14 12:31:40,,,,,85.06794,-54.65819,0.0,10780.496,,,100.0,11.544312,HALO,0.0,,
2022-03-14 12:33:20,,,,,85.16119,-53.34067,0.0,11072.822,,,100.0,12.339361,HALO,0.0,,
2022-03-14 12:35:00,,,,,85.29457,-51.563644,0.0,11422.302,,,100.0,13.117255,HALO,0.0,,
2022-03-14 12:36:40,-186.30179,-178.19434,14.691762,-8.107442,85.4252,-49.6571,0.0,11578.039,32.402172,192.8861,99.82353,13.793299,HALO,0.0,21.701406,
2022-03-14 12:38:20,-191.85352,-181.44395,15.493904,-10.409558,85.55318,-47.595085,0.0,11582.562,34.21678,196.93787,100.0,14.391624,HALO,0.0,22.367567,
2022-03-14 12:40:00,,,,,85.67249,-45.47302,0.0,11587.651,,,100.0,14.913966,HALO,0.0,,
2022-03-14 12:41:40,-210.89413,-197.52048,16.174994,-13.373677,85.78539,-43.227734,0.0,11592.278,37.287876,213.69547,100.0,15.389668,HALO,0.0,24.312637,
2022-03-14 12:43:20,,,,,85.89414,-40.804596,0.0,11598.169,,,100.0,15.821957,HALO,0.0,,
2022-03-14 12:45:00,,,,,85.99003,-38.39757,0.0,11601.628,,,100.0,16.184296,HALO,0.0,,
2022-03-14 12:46:40,-204.48169,-191.2323,12.663481,-13.249404,86.077576,-35.90141,0.0,11607.147,36.923935,203.89578,99.94118,16.491215,HALO,0.0,22.588785,
2022-03-14 12:48:20,-204.66331,-186.80078,13.473087,-17.86254,86.1609,-33.176277,0.0,11611.535,41.387794,200.27386,98.76471,16.750917,HALO,0.0,23.215282,
2022-03-14 12:50:00,-207.5608,-183.95937,12.335901,-23.601446,86.23349,-30.410206,0.0,11617.432,43.7554,196.29527,99.375,16.948187,HALO,0.0,24.160933,
2022-03-14 12:51:40,-202.6031,-191.43698,13.473212,-11.166121,86.29702,-27.537304,0.0,11623.037,35.87681,204.9102,99.52941,17.087784,HALO,0.0,23.53382,
2022-03-14 12:53:20,-196.62065,-187.47581,13.36534,-9.144848,86.35206,-24.506083,0.0,11629.636,33.323498,200.84113,99.76471,17.1755,HALO,0.0,23.844856,
2022-03-14 12:55:00,-192.91702,-182.52141,13.785138,-10.395617,86.39537,-21.501581,0.0,11634.295,35.440216,196.30655,99.9375,17.201456,HALO,0.0,23.810392,
2022-03-14 12:56:40,-180.99176,-160.34073,13.796156,-20.651041,86.42859,-18.422333,0.0,11640.284,46.291786,174.13689,99.82353,17.172314,HALO,0.0,23.987782,
2022-03-14 12:58:20,-180.7518,-163.50392,13.334049,-17.247885,86.45184,-15.211995,0.0,11645.829,42.475586,176.83798,100.0,17.084274,HALO,0.0,23.848654,
2022-03-14 13:00:00,-184.81978,-176.45432,13.716309,-8.365471,86.46376,-12.058492,0.0002861023,11651.187,35.024456,190.17062,100.0,16.94118,HALO,0.0,23.505825,
2022-03-14 13:01:40,-191.91333,-176.94598,13.088348,-14.967369,86.46485,-8.893015,0.0,11657.848,40.5605,190.03432,99.588234,16.7433,HALO,0.0,22.992256,
2022-03-14 13:03:20,-181.77443,-152.22403,12.341674,-29.550392,86.457214,-6.1233196,0.03578186,11665.645,56.328632,164.5657,99.916664,16.526772,HALO,0.0,22.658392,
2022-03-15 13:00:00,-79.60223,-122.46734,19.811903,42.86512,76.90641,-7.819695,0.034443248,12668.228,192.49196,142.27924,100.0,238.69196,HALO,0.0,236.32407,
2022-03-15 13:01:40,-87.35563,-125.32316,19.075893,37.967537,76.924736,-8.539496,0.022512997,12658.18,196.02866,144.39906,99.82353,238.43752,HALO,0.0,236.01785,
2022-03-15 13:03:20,-94.05437,-135.96632,19.401371,41.911957,76.9445,-9.420448,0.0017305262,12647.434,192.6032,155.3677,97.0,238.17462,HALO,0.0,236.27597,
2022-03-15 13:05:00,-92.490616,-140.18831,20.446102,47.69769,76.95591,-9.994506,0.0,12634.962,189.40689,160.6344,95.6,238.01782,HALO,0.0,236.6521,
2022-03-15 13:28:20,-99.822945,-181.42047,18.153202,81.597534,76.598854,-11.518726,0.02775065,12626.122,159.83705,199.57368,86.53333,243.59766,HALO,0.0,240.81755,
2022-03-15 13:30:00,-100.95364,-154.64626,18.83283,53.6926,76.50685,-10.79916,0.0,12637.957,188.73857,173.47906,92.9375,244.74695,HALO,0.0,242.53569,
2022-03-15 13:31:40,-89.96415,-141.73991,18.265467,51.775772,76.407814,-10.052501,0.0,12646.165,192.16815,160.00537,97.17647,245.87112,HALO,0.0,243.5426,
2022-03-15 13:33:20,-88.97417,-140.35818,18.016256,51.384026,76.30457,-9.301919,0.0,12660.894,190.99992,158.37444,98.70588,246.93385,HALO,0.0,244.07784,
2022-03-15 13:35:00,-74.04619,-145.6754,18.121824,71.62922,76.2022,-8.583708,0.0,12675.588,171.39961,163.79723,63.875,247.88246,HALO,0.0,244.85019,
2022-03-15 13:36:40,-67.061386,-138.78247,18.025078,71.721085,76.09775,-7.8755646,0.0,12684.929,175.01024,156.80754,26.17647,248.74184,HALO,0.0,245.83073,
2022-03-15 13:38:20,-74.05568,-145.09554,18.014542,71.039856,75.98822,-7.1584344,0.0011937758,12698.706,175.75867,163.11006,49.52941,249.54329,HALO,0.0,246.55362,
2022-03-15 13:40:00,-73.0154,-146.47325,17.779926,73.45785,75.88303,-6.492145,0.03077189,12710.916,174.92618,164.25317,0.06666667,250.21953,HALO,0.0,247.092,
2022-04-04 16:16:40,,,,,67.813774,20.32229,0.0,504.33823,,,127.0,117.6583,HALO,0.0,,
2022-04-08 11:05:00,295.16113,-215.31166,27.782917,510.47278,70.22603,17.979925,0.0,10328.301,78.82477,243.09457,0.0,580.31934,HALO,0.0,574.19226,
2022-04-08 11:06:40,300.31442,-216.45743,26.079575,516.77185,70.11456,18.102345,0.0,10328.879,76.60694,242.53699,0.0,582.41,HALO,0.0,575.96716,
2022-04-08 11:08:20,296.3859,-215.16843,26.589182,511.55435,69.920105,18.31371,0.0,10332.674,85.66297,241.7576,31.75,586.01807,HALO,0.0,579.6927,
2022-04-08 11:10:00,190.8609,-208.95947,26.206772,399.8204,69.72509,18.521564,0.0,10335.857,203.1426,235.16624,127.0,589.5633,HALO,0.0,584.4445,
2022-04-08 11:11:40,166.76811,-206.3532,25.026983,373.12134,69.52503,18.730604,0.0,10167.943,255.9347,231.3802,127.0,592.7388,HALO,0.0,588.6894,
2022-04-08 11:13:20,172.40776,-204.60962,22.978775,377.01743,69.34336,18.917107,0.0,9228.596,272.51376,227.58842,127.0,593.5505,HALO,0.0,589.1518,
2022-04-08 11:15:00,,,,,69.181526,19.080427,0.0,8270.131,,,127.0,594.03107,HALO,0.0,,
2022-04-08 11:16:40,,,,,69.036,19.224854,0.0,7471.4873,,,127.0,594.34845,HALO,0.0,,
2022-04-08 11:18:20,,,,,68.902405,19.355124,0.0,6752.4736,,,127.0,594.35205,HALO,0.0,,
2022-04-08 11:20:00,,,,,68.76837,19.482292,0.0,6062.962,,,127.0,593.9174,HALO,0.0,,
2022-04-08 11:21:40,,,,,68.62506,19.616238,0.0,5289.1553,,,127.0,592.46246,HALO,0.0,,
2022-04-08 11:23:20,,,,,68.48482,19.745718,0.0,4420.51,,,127.0,586.7793,HALO,0.0,,
2022-04-08 11:25:00,,,,,68.34696,19.871172,0.023954503,3553.9548,,,127.0,577.42267,HALO,0.0,,
2022-04-08 11:26:40,,,,,68.211075,19.993338,0.033935547,2831.0388,,,127.0,569.5055,HALO,0.0,,
2022-04-08 11:28:20,,,,,68.11361,20.080164,0.033935547,2556.483,,,127.0,566.77234,HALO,0.0,,
2022-04-10 10:18:20,,,,,70.34774,21.01525,0.006378174,11647.147,,,0.0,594.4551,HALO,0.0,,
2022-04-10 10:20:00,,,,,70.488846,21.07329,0.0056278002,11650.45,,,0.0,591.76227,HALO,0.0,,
2022-04-10 10:21:40,,,,,70.70406,21.163345,0.0,11654.591,,,0.0,587.6118,HALO,0.0,,
