       228.04229       230.13715       1.5817270
       245.53450       229.34501       1.2928082
       254.97365       227.68359       1.4677951
       264.82856       225.69592       1.7128152
       275.07041       224.35431       2.3477883
       285.83369       223.63524       3.9336985
       296.93256       223.84629       3.7459599
       308.48805       222.91490       4.1760554
       320.54233       222.18418       5.1586922
       333.11605       221.47233       7.4400736
       346.22323       220.45031       10.621218
       359.94099       220.33235       24.469684
       374.13189       221.67854       55.314778
       388.79325       223.60743       68.872292
       403.95917       225.20315       73.464277
       419.48959       227.04050       62.505196
       435.59456       228.50303       48.340648
       452.15004       229.82717       55.821548
       469.21664       231.63501       62.605988
       486.79643       233.40397       42.247553
       504.98369       234.96798       46.602834
       523.55412       236.90258       14.850189
       542.76652       238.67681       26.234210
       562.42781       240.69646       23.472004
       582.78760       242.61007       20.936486
       603.57460       244.23278       7.5491477
       624.91940       245.98616       8.8366174
       646.92138       247.35819       12.124907
       669.69342       247.49906       42.395998
       693.12927       249.42614       47.590218
       717.17423       251.06222       59.773510
       742.03738       252.81216       32.780710
       767.47919       254.56614       17.101563
       793.66457       255.37038       42.055490
       820.62934       256.14918       37.037124
       848.40208       257.20644       37.827702
       859.82205       257.66991       29.307631
       871.35973       257.72088       51.675732
       882.99774       258.15905       10.032222
       894.85009       258.17062       17.330503
       906.72678       258.27322       18.182949
       918.88271       258.19843       28.986015
       931.18356       258.24365       20.688706
       943.54753       257.96558       21.307457
       956.24183       257.70278       22.778155
       968.93780       257.60577       28.903027
       982.06213       256.91157       33.480254
       995.13030       256.34568       45.619018
       1008.4708       255.60807       47.330510
       1021.6983       253.09462       75.464680
